"theta","distance"
5.11536341160536,0.00660026256369406
5.2076212503016,0.040545531610757
5.23137163836509,0.0306560369433084
4.88446770235896,0.0738540347681935
4.88141901325434,0.00520725426040247
5.09521499741822,0.0749555849177526
5.00936799217016,0.0859635306215996
5.24904248304665,0.0937542661567354
5.11379124596715,0.0963857394296452
5.07268754765391,0.0895793636684088
4.99635599553585,0.0897557534875935
5.24197274819016,0.0538183917007951
5.14217304065824,0.0219675119745046
4.99108568765223,0.0273031765325165
5.01783954445273,0.0888493409392153
5.10841709095985,0.0718799486197179
5.07264647632837,0.0698708661930398
4.96021003928035,0.0995871818433844
5.02289342228323,0.0390711729588897
5.08540149778128,0.057252475461949
5.07511707488447,0.00888891956809168
5.06834619212896,0.0742813717528312
5.21797195542604,0.0287325555373661
5.03107651602477,0.075172043664173
5.1745514664799,0.0323185374266082
5.05384899210185,0.0890956433646828
5.12637420091778,0.0872127868395891
5.11938550509512,0.0913615656841955
5.20536298397928,0.0530549263762978
5.17836712766439,0.0960117741245314
4.88079662900418,0.00236411327577013
4.91197471972555,0.0712510592653057
5.10760907549411,0.0656372760190065
5.08821069262922,0.09844832943757
5.17363958992064,0.0266375985858138
5.04772754851729,0.0440415713752422
5.21013803314418,0.0809906787309114
5.15631803777069,0.0305512253967981
5.18538114614785,0.00818904869060599
5.15929603483528,0.0630165839008558
5.0561952823773,0.0217617316218872
5.08953596930951,0.0280467792552832
5.10713670868427,0.072867138768987
5.14056309126318,0.0828835449132503
4.99635150190443,0.0065219335794211
4.98693147674203,0.0695111513475712
5.07591010536999,0.0441200686119494
4.79608808178455,0.0835816938088723
5.06568361539394,0.0344858753945747
5.04287428222597,0.093432131518572
4.97060851193964,0.04932903618033
5.00048067886382,0.0764062227630902
5.17971671652049,0.0411599511038903
5.26543081738055,0.0386754472429933
5.06299484521151,0.0387087017895142
5.09726272895932,0.085601356905153
5.26134669780731,0.0271869691082296
5.05858214106411,0.0348066836655141
5.03844744991511,0.0225919345829544
5.12262485455722,0.019890177032738
5.18069481942803,0.00839676384080068
5.19134508445859,0.0551698207557507
5.18275696318597,0.0955173067326429
5.01580748241395,0.032834238526358
5.21440774668008,0.0901266050796332
5.20522136241198,0.000820557244661124
5.16126817092299,0.0724135510567043
4.96863928157836,0.0888358437342305
5.05755823571235,0.0238315383126526
5.04333269316703,0.0674216575013977
5.15863634645939,0.0328957919887394
5.09682360105217,0.0488338044874332
5.10015810374171,9.47704601523824e-05
5.07776624988765,0.0738286007457578
4.9792875116691,0.0293249663278372
5.18676670268178,0.00800090074607329
5.20264307968318,0.0534730567872677
5.10112277697772,0.0508115950652739
5.27667998801917,0.0991336278268351
5.15127430204302,0.0348517292259816
5.24418918415904,0.000720064343583182
4.98052837792784,0.0855824371077825
5.14487694948912,0.0285604202237897
5.0098849600181,0.0116229311813738
5.04200623836368,0.0452344704407999
4.90844278596342,0.0112081132875907
4.91378972772509,0.00378668550337213
5.28124625328928,0.0479998076700774
5.21842415910214,0.0319650406249634
5.04939348902553,0.0115694377357753
5.14452900737524,0.0567519918425754
5.16397014725953,0.0923264385357667
5.06361327134073,0.0179935416196626
5.20769599825144,0.0275943803797061
5.1230443501845,0.00398017176157062
4.98170712031424,0.00147652107733975
4.96858646627516,0.0598240128195009
5.00150465872139,0.0776661170474977
5.06148974876851,0.0207186420397756
5.10621309746057,0.0700074182231187
5.29972821008414,0.0729820697118715
4.99822455924004,0.0368724445134214
5.11456223204732,0.0597757549364317
5.01141726505011,0.0650184238474685
5.22995638195425,0.0830632712055106
5.10454014874995,0.0758339787942264
5.22421794012189,0.0633730121797944
5.0023636687547,0.0421797098693633
4.93499145377427,0.0887067603234835
5.16158462036401,0.0261485103501213
5.13670797459781,0.0716485768788777
5.15677131712437,0.0650641120379793
5.07211694028229,0.0681505610801416
5.24402256589383,0.060859136257239
4.93694335687906,0.0891647402397213
5.21948451641947,0.0902554287125668
